Type,Final Price,Unit Price,Flooring,Parking Space
"
2                                            ",770,18.3,24.44,"
0                                            "
"
2                                            ",935,12.7,69.33,"
0                                            "
"
0                                            ",290,14.8,5.35,"
0                                            "
"
0                                            ",244,7.1,13.75,"
0                                            "
"
1                                            ",375,21.1,1.71,"
0                                            "
"
0                                            ",175,6.1,12.84,"
0                                            "
"
2                                            ",730,14.0,40.60,"
0                                            "
"
1                                            ",265,14.2,0.96,"
0                                            "
"
2                                            ",1390,17.5,31.16,"
1                                            "
"
2                                            ",382,8.7,23.94,"
0                                            "
"
2                                            ",638,14.2,39.02,"
1                                            "
"
2                                            ",580,15.1,18.45,"
0                                            "
"
2                                            ",460,7.5,54.15,"
0                                            "
"
2                                            ",330,15.0,933.82,"
0                                            "
"
2                                            ",980,22.2,25.63,"
0                                            "
"
2                                            ",1200,26.3,71.84,"
0                                            "
"
1                                            ",190,11.9,1.34,"
0                                            "
"
2                                            ",450,8.6,25.11,"
0                                            "
"
2                                            ",1175,17.8,36.60,"
0                                            "
"
0                                            ",403,22.3,5.46,"
1                                            "
"
1                                            ",136,12.5,1.03,"
0                                            "
"
2                                            ",615,22.7,20.57,"
0                                            "
"
2                                            ",670,23.7,23.91,"
0                                            "
"
2                                            ",666,19.9,24.81,"
0                                            "
"
0                                            ",180,7.9,10.80,"
0                                            "
"
2                                            ",1570,21.2,26.13,"
0                                            "
"
2                                            ",365,14.8,24.02,"
0                                            "
"
2                                            ",1200,33.7,25.91,"
0                                            "
"
2                                            ",470,13.5,29.65,"
0                                            "
"
2                                            ",1860,14.4,241.60,"
1                                            "
"
2                                            ",120,4.1,21.36,"
0                                            "
"
2                                            ",770,14.2,32.67,"
0                                            "
"
2                                            ",180,3.9,33.24,"
0                                            "
"
2                                            ",670,11.9,27.26,"
0                                            "
"
2                                            ",680,12.1,27.39,"
0                                            "
"
2                                            ",808,15.3,51.45,"
0                                            "
"
1                                            ",140,14.4,1.68,"
0                                            "
"
1                                            ",138,10.9,2.34,"
0                                            "
"
2                                            ",200,6.7,13.61,"
0                                            "
"
2                                            ",2550,27.4,32.91,"
0                                            "
"
1                                            ",90,12.5,1.22,"
0                                            "
"
1                                            ",125,13.6,1.35,"
0                                            "
"
2                                            ",1418,16.0,30.44,"
0                                            "
"
2                                            ",120,8.4,9.45,"
0                                            "
"
1                                            ",40,2.8,2.70,"
0                                            "
"
2                                            ",2303,26.3,32.99,"
0                                            "
"
2                                            ",1400,33.4,36.52,"
0                                            "
"
0                                            ",350,11.8,5.32,"
0                                            "
"
3                                            ",208,3.1,13.76,"
0                                            "
"
2                                            ",280,12.0,8.98,"
0                                            "
"
1                                            ",105,11.0,0.93,"
0                                            "
"
2                                            ",2400,70.1,36.59,"
0                                            "
"
2                                            ",845,29.2,17.81,"
0                                            "
"
2                                            ",1380,17.1,26.14,"
0                                            "
"
2                                            ",2300,26.4,32.99,"
0                                            "
"
2                                            ",1285,19.6,24.42,"
0                                            "
"
3                                            ",1100,21.9,24.06,"
0                                            "
"
1                                            ",85,9.2,1.70,"
0                                            "
"
2                                            ",298,9.4,18.12,"
0                                            "
"
3                                            ",2080,13.5,23.20,"
0                                            "
"
2                                            ",560,44.5,16.94,"
0                                            "
"
2                                            ",1025,15.1,25.06,"
0                                            "
"
2                                            ",400,34.6,8.92,"
0                                            "
"
2                                            ",980,14.9,30.21,"
0                                            "
"
2                                            ",2300,26.4,32.99,"
0                                            "
"
1                                            ",230,20.3,0.97,"
0                                            "
"
2                                            ",450,19.3,8.98,"
0                                            "
"
2                                            ",2302,26.3,32.99,"
0                                            "
"
1                                            ",190,11.6,4.12,"
0                                            "
"
1                                            ",136,14.3,1.65,"
0                                            "
"
1                                            ",148,10.2,1.58,"
0                                            "
"
2                                            ",2300,26.4,32.99,"
0                                            "
"
2                                            ",2300,26.4,32.99,"
0                                            "
"
2                                            ",1550,14.4,42.54,"
0                                            "
"
2                                            ",900,31.3,24.33,"
0                                            "
"
2                                            ",500,12.2,26.59,"
0                                            "
"
2                                            ",200,22.8,2.67,"
0                                            "
"
1                                            ",176,12.6,1.20,"
0                                            "
"
1                                            ",290,24.2,2.29,"
0                                            "
"
1                                            ",75,10.9,1.85,"
0                                            "
"
1                                            ",150,12.2,1.61,"
0                                            "
"
2                                            ",1388,83.1,57.62,"
0                                            "
"
2                                            ",600,19.2,16.36,"
0                                            "
"
2                                            ",460,12.8,24.64,"
0                                            "
"
2                                            ",1200,80.0,36.68,"
0                                            "
"
2                                            ",1350,30.0,30.25,"
0                                            "
"
2                                            ",460,50.3,14.23,"
0                                            "
"
2                                            ",198,7.7,19.51,"
0                                            "
"
2                                            ",600,16.8,22.39,"
0                                            "
"
2                                            ",620,15.3,27.53,"
0                                            "
"
2                                            ",1000,34.0,23.99,"
0                                            "
"
3                                            ",1300,17.1,24.03,"
0                                            "
"
0                                            ",668,20.0,12.65,"
0                                            "
"
2                                            ",1260,19.8,22.64,"
0                                            "
"
3                                            ",2000,40.3,21.46,"
0                                            "
"
2                                            ",500,21.5,20.89,"
0                                            "
"
1                                            ",40,9.7,1.46,"
0                                            "
"
2                                            ",1050,20.0,25.16,"
0                                            "
"
2                                            ",2175,20.8,72.28,"
0                                            "
"
2                                            ",650,9.9,35.24,"
0                                            "
"
1                                            ",43,10.4,1.46,"
0                                            "
"
2                                            ",680,12.9,26.80,"
0                                            "
"
2                                            ",980,19.0,23.11,"
0                                            "
"
2                                            ",1050,20.2,24.31,"
0                                            "
"
2                                            ",1230,17.1,26.12,"
0                                            "
"
2                                            ",920,15.5,32.36,"
0                                            "
"
2                                            ",890,16.1,27.59,"
0                                            "
"
2                                            ",74,25.6,8.96,"
0                                            "
"
2                                            ",716,22.6,31.00,"
0                                            "
"
2                                            ",1468,22.4,30.25,"
0                                            "
"
2                                            ",600,12.5,33.93,"
0                                            "
"
2                                            ",990,19.1,23.01,"
0                                            "
"
2                                            ",880,16.4,25.54,"
0                                            "
"
1                                            ",45,10.5,1.52,"
0                                            "
"
3                                            ",580,8.4,29.24,"
0                                            "
"
1                                            ",53,12.9,1.46,"
0                                            "
"
2                                            ",2000,20.5,43.71,"
0                                            "
"
2                                            ",450,14.2,24.20,"
0                                            "
"
2                                            ",1050,20.0,23.05,"
0                                            "
"
2                                            ",738,12.4,25.95,"
0                                            "
"
2                                            ",230,5.4,37.89,"
0                                            "
"
2                                            ",460,18.7,20.90,"
0                                            "
"
2                                            ",1500,18.8,66.25,"
0                                            "
"
2                                            ",460,10.1,22.83,"
0                                            "
"
2                                            ",40,13.9,4.86,"
0                                            "
"
2                                            ",586,16.3,23.05,"
0                                            "
"
2                                            ",920,17.3,30.93,"
0                                            "
"
2                                            ",1290,18.4,25.12,"
0                                            "
"
2                                            ",1370,19.5,26.02,"
0                                            "
"
2                                            ",580,22.7,40.20,"
0                                            "
"
2                                            ",300,17.2,32.67,"
0                                            "
"
2                                            ",800,12.9,25.40,"
0                                            "
"
2                                            ",880,14.8,30.36,"
0                                            "
"
2                                            ",480,13.1,21.70,"
0                                            "
"
2                                            ",700,13.1,30.23,"
0                                            "
"
1                                            ",135,10.9,4.38,"
0                                            "
"
2                                            ",1100,15.6,33.71,"
0                                            "
"
2                                            ",720,17.3,50.46,"
0                                            "
"
2                                            ",370,16.7,26.82,"
0                                            "
"
2                                            ",1280,16.4,42.00,"
0                                            "
"
2                                            ",1400,12.0,64.99,"
0                                            "
"
2                                            ",1150,19.8,25.03,"
0                                            "
"
2                                            ",2500,21.9,42.65,"
0                                            "
"
2                                            ",1858,22.8,31.60,"
0                                            "
"
2                                            ",605,14.7,41.65,"
0                                            "
"
2                                            ",100,6.3,11.54,"
0                                            "
"
2                                            ",3225,29.7,65.54,"
0                                            "
"
2                                            ",1690,91.1,189.10,"
0                                            "
"
2                                            ",4898,32.3,129.54,"
0                                            "
"
2                                            ",775,16.0,132.53,"
0                                            "
"
2                                            ",780,22.0,25.08,"
0                                            "
"
2                                            ",1500,16.9,35.72,"
0                                            "
"
3                                            ",380,43.7,11.70,"
0                                            "
"
1                                            ",78,15.4,1.24,"
0                                            "
"
2                                            ",600,9.5,26.10,"
0                                            "
"
2                                            ",1320,28.4,31.76,"
0                                            "
"
2                                            ",800,13.5,24.51,"
0                                            "
"
1                                            ",90,9.6,0.99,"
0                                            "
"
2                                            ",320,25.9,27.83,"
0                                            "
"
1                                            ",98,11.3,1.85,"
0                                            "
"
2                                            ",650,12.3,22.19,"
0                                            "
"
1                                            ",130,12.6,0.78,"
0                                            "
"
1                                            ",127,11.4,1.58,"
0                                            "
"
1                                            ",85,9.6,2.06,"
0                                            "
"
2                                            ",2670,25.2,43.27,"
0                                            "
"
2                                            ",250,7.4,0.00,"
0                                            "
"
2                                            ",1390,24.4,24.32,"
0                                            "
"
1                                            ",110,11.8,0.00,"
0                                            "
"
0                                            ",300,7.8,12.65,"
0                                            "
"
2                                            ",50,1.8,17.29,"
0                                            "
"
2                                            ",680,26.1,20.87,"
0                                            "
"
1                                            ",105,9.8,1.53,"
0                                            "
"
2                                            ",3600,41.1,30.86,"
0                                            "
"
2                                            ",550,15.6,26.63,"
0                                            "
"
1                                            ",108,11.3,1.47,"
0                                            "
"
1                                            ",78,14.8,1.26,"
0                                            "
"
1                                            ",125,12.6,1.37,"
0                                            "
"
1                                            ",170,11.4,1.23,"
0                                            "
"
2                                            ",618,21.8,27.23,"
0                                            "
"
2                                            ",1090,21.7,19.06,"
0                                            "
"
2                                            ",870,15.0,22.08,"
0                                            "
"
1                                            ",105,9.8,1.46,"
0                                            "
"
1                                            ",102,12.3,0.73,"
0                                            "
"
2                                            ",1050,17.6,35.87,"
0                                            "
"
2                                            ",870,22.8,25.02,"
0                                            "
"
2                                            ",3550,22.4,54.46,"
0                                            "
"
2                                            ",351,16.0,18.58,"
0                                            "
"
0                                            ",250,8.8,6.97,"
0                                            "
"
2                                            ",500,10.0,61.11,"
0                                            "
"
1                                            ",338,17.7,2.12,"
0                                            "
"
2                                            ",950,15.9,27.39,"
0                                            "
"
0                                            ",150,5.6,7.17,"
0                                            "
"
2                                            ",610,16.6,25.51,"
0                                            "
"
2                                            ",400,13.6,22.49,"
0                                            "
"
1                                            ",128,10.8,1.01,"
0                                            "
"
2                                            ",730,15.7,21.90,"
0                                            "
"
1                                            ",220,10.0,3.50,"
0                                            "
"
2                                            ",1125,17.0,32.28,"
0                                            "
"
3                                            ",880,18.9,4.45,"
0                                            "
"
2                                            ",372,7.7,28.74,"
0                                            "
"
2                                            ",780,14.6,19.88,"
0                                            "
"
2                                            ",920,13.6,28.88,"
0                                            "
"
2                                            ",190,7.2,0.00,"
0                                            "
"
2                                            ",320,13.9,16.87,"
0                                            "
"
2                                            ",990,17.5,25.53,"
0                                            "
"
3                                            ",830,10.6,6.92,"
0                                            "
"
2                                            ",1170,19.5,25.46,"
0                                            "
"
2                                            ",510,13.6,18.62,"
0                                            "
"
2                                            ",1310,23.1,26.02,"
0                                            "
"
2                                            ",2186,22.9,32.32,"
0                                            "
"
2                                            ",900,15.9,25.11,"
0                                            "
"
1                                            ",93,9.9,1.85,"
0                                            "
"
2                                            ",700,21.0,28.99,"
0                                            "
"
2                                            ",1120,14.8,25.82,"
0                                            "
"
2                                            ",830,13.8,23.75,"
0                                            "
"
0                                            ",298,12.8,7.40,"
1                                            "
"
2                                            ",2000,22.5,30.35,"
0                                            "
"
1                                            ",177,10.8,2.32,"
0                                            "
"
2                                            ",470,13.9,18.75,"
0                                            "
"
1                                            ",128,13.0,0.99,"
0                                            "
"
2                                            ",780,14.0,21.37,"
0                                            "
"
2                                            ",510,40.5,20.87,"
0                                            "
"
1                                            ",170,12.3,2.53,"
0                                            "
"
1                                            ",331,17.0,1.77,"
1                                            "
"
2                                            ",730,13.9,21.32,"
0                                            "
"
2                                            ",1020,32.9,14.33,"
0                                            "
"
2                                            ",100,9.4,0.00,"
0                                            "
"
2                                            ",1020,16.4,29.53,"
0                                            "
"
1                                            ",95,12.8,1.92,"
0                                            "
"
1                                            ",125,10.4,2.11,"
0                                            "
"
2                                            ",700,19.0,27.53,"
0                                            "
"
2                                            ",470,14.5,16.34,"
0                                            "
"
3                                            ",1600,17.2,14.86,"
0                                            "
"
2                                            ",1286,21.8,25.89,"
0                                            "
"
0                                            ",198,8.2,8.36,"
0                                            "
"
1                                            ",310,16.9,1.66,"
0                                            "
"
2                                            ",1260,23.9,22.69,"
0                                            "
"
0                                            ",145,4.9,0.00,"
0                                            "
"
0                                            ",286,9.6,7.30,"
0                                            "
"
2                                            ",548,29.4,10.59,"
0                                            "
"
2                                            ",1200,18.6,32.59,"
0                                            "
"
2                                            ",725,27.7,22.69,"
0                                            "
"
2                                            ",280,10.5,22.12,"
0                                            "
"
2                                            ",1570,24.1,30.99,"
0                                            "
"
2                                            ",900,20.9,27.23,"
0                                            "
"
2                                            ",1100,18.0,23.60,"
0                                            "
"
2                                            ",352,12.3,16.94,"
0                                            "
"
2                                            ",1535,22.8,23.24,"
0                                            "
"
2                                            ",368,6.2,28.72,"
0                                            "
"
2                                            ",1520,15.1,41.75,"
0                                            "
"
2                                            ",1250,19.6,26.92,"
0                                            "
"
2                                            ",717,28.5,20.27,"
0                                            "
"
2                                            ",860,27.4,16.64,"
0                                            "
"
2                                            ",446,8.0,0.00,"
0                                            "
"
2                                            ",1025,28.5,24.26,"
0                                            "
"
2                                            ",750,21.5,25.80,"
0                                            "
"
2                                            ",1175,22.6,24.97,"
0                                            "
"
2                                            ",1780,21.8,31.64,"
0                                            "
"
1                                            ",177,15.1,1.16,"
0                                            "
"
2                                            ",1200,20.3,24.62,"
0                                            "
"
2                                            ",295,13.0,16.80,"
0                                            "
"
2                                            ",915,18.7,22.02,"
0                                            "
"
2                                            ",1310,22.2,25.89,"
0                                            "
"
3                                            ",570,12.8,26.02,"
0                                            "
"
3                                            ",1075,17.1,32.33,"
0                                            "
"
0                                            ",600,16.9,7.26,"
0                                            "
"
2                                            ",380,6.5,17.00,"
0                                            "
"
3                                            ",1290,12.6,28.04,"
1                                            "
"
2                                            ",1700,26.1,34.79,"
0                                            "
"
2                                            ",1096,22.6,22.10,"
0                                            "
"
2                                            ",1450,19.0,24.86,"
0                                            "
"
1                                            ",95,8.9,1.95,"
0                                            "
"
2                                            ",600,16.7,25.41,"
0                                            "
"
2                                            ",900,14.6,59.15,"
0                                            "
"
2                                            ",2100,25.7,30.86,"
0                                            "
"
2                                            ",3980,37.8,100.73,"
0                                            "
"
2                                            ",520,25.9,31.31,"
0                                            "
"
2                                            ",1300,17.4,40.98,"
0                                            "
"
1                                            ",213,11.9,2.70,"
0                                            "
"
2                                            ",1680,27.9,27.68,"
0                                            "
"
2                                            ",520,19.4,18.88,"
0                                            "
"
2                                            ",1500,17.5,36.91,"
0                                            "
"
2                                            ",100,26.7,2.77,"
0                                            "
"
2                                            ",580,26.7,27.23,"
0                                            "
"
2                                            ",1450,17.9,38.71,"
0                                            "
"
2                                            ",290,10.9,0.00,"
0                                            "
"
2                                            ",787,13.4,32.33,"
0                                            "
"
2                                            ",1470,16.8,27.10,"
0                                            "
"
2                                            ",230,4.3,41.75,"
0                                            "
"
2                                            ",375,13.9,20.05,"
0                                            "
"
2                                            ",1100,15.7,25.57,"
0                                            "
"
2                                            ",1500,14.8,49.62,"
0                                            "
"
2                                            ",1480,24.3,27.59,"
0                                            "
"
2                                            ",950,11.9,70.85,"
0                                            "
"
2                                            ",1220,19.9,23.16,"
0                                            "
"
2                                            ",800,13.9,23.92,"
0                                            "
"
2                                            ",865,24.8,26.52,"
0                                            "
"
3                                            ",920,9.1,8.09,"
1                                            "
"
2                                            ",5100,38.7,53.62,"
0                                            "
"
2                                            ",6350,30.2,86.40,"
0                                            "
"
2                                            ",865,17.6,21.56,"
0                                            "
"
2                                            ",870,13.7,30.25,"
0                                            "
"
2                                            ",1100,15.7,23.21,"
0                                            "
"
2                                            ",600,15.7,26.92,"
0                                            "
"
2                                            ",143,6.3,15.73,"
0                                            "
"
2                                            ",126,3.9,28.41,"
0                                            "
"
2                                            ",283,6.0,22.99,"
0                                            "
"
2                                            ",410,12.5,28.13,"
0                                            "
"
1                                            ",110,6.7,2.32,"
0                                            "
"
2                                            ",400,6.8,28.30,"
0                                            "
"
2                                            ",150,4.8,22.60,"
0                                            "
"
2                                            ",145,4.9,19.97,"
0                                            "
"
1                                            ",200,10.3,2.13,"
1                                            "
"
2                                            ",450,16.5,22.18,"
0                                            "
"
2                                            ",580,25.9,18.47,"
0                                            "
"
2                                            ",3640,29.8,59.80,"
0                                            "
"
2                                            ",334,13.6,108.90,"
0                                            "
"
0                                            ",190,4.8,12.08,"
0                                            "
"
2                                            ",1010,17.1,37.70,"
0                                            "
"
1                                            ",90,13.0,1.18,"
0                                            "
"
2                                            ",532,24.0,17.67,"
0                                            "
"
2                                            ",100,3.8,31.46,"
0                                            "
"
1                                            ",435,12.7,3.96,"
1                                            "
"
0                                            ",260,8.5,19.49,"
0                                            "
"
2                                            ",600,6.9,18.74,"
0                                            "
"
2                                            ",860,12.4,42.37,"
0                                            "
"
2                                            ",722,12.4,48.08,"
0                                            "
"
2                                            ",885,12.6,47.86,"
0                                            "
"
2                                            ",1388,18.1,33.28,"
0                                            "
"
3                                            ",1200,20.5,27.77,"
0                                            "
"
0                                            ",250,9.6,8.88,"
0                                            "
"
2                                            ",1030,20.7,25.71,"
0                                            "
"
2                                            ",1250,19.6,24.44,"
0                                            "
"
2                                            ",690,24.4,22.69,"
0                                            "
"
0                                            ",245,7.5,8.26,"
0                                            "
"
1                                            ",150,12.7,2.37,"
0                                            "
"
2                                            ",1100,16.0,25.57,"
0                                            "
"
2                                            ",750,14.7,25.26,"
0                                            "
"
1                                            ",75,11.4,0.54,"
0                                            "
"
2                                            ",750,25.2,69.30,"
0                                            "
"
2                                            ",350,9.0,30.33,"
0                                            "
"
2                                            ",1428,18.4,37.51,"
0                                            "
"
2                                            ",228,7.9,24.52,"
0                                            "
"
2                                            ",176,6.7,21.75,"
0                                            "
"
0                                            ",255,9.0,11.69,"
0                                            "
"
2                                            ",2550,20.3,40.14,"
0                                            "
"
1                                            ",100,13.8,1.58,"
0                                            "
"
2                                            ",860,11.6,42.19,"
0                                            "
"
2                                            ",5000,26.3,102.31,"
0                                            "
"
2                                            ",910,15.7,29.95,"
0                                            "
"
2                                            ",1080,16.4,42.15,"
0                                            "
"
2                                            ",600,9.9,14.52,"
0                                            "
"
2                                            ",600,10.1,30.25,"
0                                            "
"
0                                            ",280,9.0,21.85,"
0                                            "
"
2                                            ",870,12.3,43.45,"
0                                            "
"
3                                            ",1475,24.7,27.02,"
0                                            "
"
2                                            ",300,9.1,27.53,"
1                                            "
"
2                                            ",470,20.8,44.19,"
0                                            "
"
2                                            ",390,14.0,25.81,"
0                                            "
"
2                                            ",860,11.6,42.25,"
0                                            "
"
2                                            ",1451,19.0,27.53,"
0                                            "
"
2                                            ",370,7.2,32.37,"
0                                            "
"
2                                            ",440,11.7,15.20,"
0                                            "
"
1                                            ",100,9.5,0.93,"
0                                            "
"
2                                            ",520,9.2,29.37,"
0                                            "
"
2                                            ",1810,20.2,40.67,"
0                                            "
"
2                                            ",1250,18.2,29.72,"
0                                            "
"
2                                            ",355,17.7,11.38,"
0                                            "
"
2                                            ",1820,26.8,33.17,"
0                                            "
"
2                                            ",155,7.6,17.24,"
0                                            "
"
2                                            ",1880,22.7,27.98,"
1                                            "
"
2                                            ",420,15.0,22.08,"
0                                            "
"
2                                            ",2380,27.0,27.43,"
0                                            "
"
2                                            ",300,8.3,30.25,"
0                                            "
"
2                                            ",280,10.9,21.55,"
0                                            "
"
2                                            ",408,8.2,23.08,"
0                                            "
"
1                                            ",115,9.2,1.07,"
0                                            "
"
0                                            ",260,10.7,9.13,"
0                                            "
"
2                                            ",470,19.1,16.66,"
0                                            "
"
2                                            ",1238,19.3,33.28,"
0                                            "
"
3                                            ",2766,41.1,12.70,"
1                                            "
"
2                                            ",415,11.3,28.93,"
0                                            "
"
2                                            ",1460,18.0,30.08,"
0                                            "
"
2                                            ",480,21.9,21.73,"
0                                            "
"
2                                            ",309,10.5,26.62,"
0                                            "
"
1                                            ",338,14.3,1.41,"
1                                            "
"
2                                            ",1600,17.6,32.07,"
0                                            "
"
2                                            ",355,19.5,18.23,"
0                                            "
"
2                                            ",600,12.0,20.10,"
0                                            "
